Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Total Sky Cover [](Hourly),Environment:Site Opaque Sky Cover [](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly) 
 01/01  08:00:00,5.4125,3.0,3.0,,,0.0,,,,11.236797092069192,,,,,,,,,,,,,,,,,,,,,,,,11.119223866487669,110.6167002571458,58.91757380658024 
 01/01  09:00:00,6.750000000000001,3.0,3.0,,,0.0,,,,12.420668031453413,,,,,,,,,,,,,,,,,,,,,,,,11.821192288795045,582.4830776507184,501.4151314801924 
 01/01  10:00:00,8.487499999999999,2.375,2.375,,,0.0,,,,13.416024469120693,,,,,,,,,,,,,,,,,,,,,,,,13.10660365938215,479.9178705476513,508.52037874961405 
 01/01  11:00:00,9.2125,0.75,0.75,,,0.0,,,,13.935556942278609,,,,,,,,,,,,,,,,,,,,,,,,13.982726130554743,170.1875121594988,207.84739190912308 
 01/01  12:00:00,9.775,0.0,0.0,,,0.0,,,,14.094785956624413,,,,,,,,,,,,,,,,,,,,,,,,14.210795529241055,47.503925694190436,46.98138962649723 
 01/01  13:00:00,10.375,0.0,0.0,,,0.0,,,,14.3373035014817,,,,,,,,,,,,,,,,,,,,,,,,14.372589435150411,93.54867998802399,81.30394479226929 
 01/01  14:00:00,10.9125,0.0,0.0,,,0.0,,,,14.921535285807028,,,,,,,,,,,,,,,,,,,,,,,,14.827679509057498,235.8700274891054,220.2438202110368 
 01/01  15:00:00,12.85,0.0,0.0,,,0.0,,,,15.464421365108635,,,,,,,,,,,,,,,,,,,,,,,,15.492812813574506,197.5017813600226,219.68529159189703 
 01/01  16:00:00,13.9,0.0,0.0,,,0.0,,,,15.115102749248269,,,,,,,,,,,,,,,,,,,,,,,,15.553790267465843,-200.48195271179412,-137.74954613120929 
 01/01  17:00:00,12.15,0.0,0.0,,,0.0,,,,14.076203447389538,,,,,,,,,,,,,,,,,,,,,,,,14.714422071389247,-496.3120061613377,-440.59792195644883 
 01/01  18:00:00,11.1,0.0,0.0,,,0.0,,,,13.63548147758722,,,,,,,,,,,,,,,,,,,,,,,,13.868306465778108,-202.15442057305648,-243.20275878997424 
 01/01  19:00:00,10.7875,0.0,0.0,,,0.0,,,,13.38016499275518,,,,,,,,,,,,,,,,,,,,,,,,13.510270959436314,-87.81212553970238,-92.88796564060331 
 01/01  20:00:00,10.6,0.0,0.0,,,0.0,,,,13.24597221970006,,,,,,,,,,,,,,,,,,,,,,,,13.33443382309916,-44.52401162925221,-49.50753134647074 
 01/01  21:00:00,9.5375,0.0,0.0,,,0.0,,,,13.056668746853632,,,,,,,,,,,,,,,,,,,,,,,,13.185807429034224,-77.95083904389767,-70.05000427023204 
 01/01  22:00:00,9.2125,0.0,0.0,,,0.0,,,,12.8838045105721,,,,,,,,,,,,,,,,,,,,,,,,12.986105674554086,-55.34850796603725,-62.44190131198561 
 01/01  23:00:00,8.4,0.0,0.0,,,0.0,,,,12.664517080323474,,,,,,,,,,,,,,,,,,,,,,,,12.80920614469801,-90.38621570265546,-81.47494124037766 
 01/01  24:00:00,7.1125,0.0,0.0,0.0,3.,0.0,,,,12.424441721193423,13.470882264349404,20.32419426519113,1.2755929813612645,5.000880673308802,13.014210080279078,13.331599266646174,1.0786265432294961,4.7236351524992815,12.721614828005857,9.069706117478395,0.9196074387603838,4.413058317506338,12.915774169680226,11.912485011946279,1.0193462953926267,4.578827600430871,12.996730874458668,12.996750589847728,1.0605075443673704,12.967082750445455,10.697157918021283,0.8784654049581734,5.214820980896984,12.559335150119411,-82.5247893575546,-87.06976608367417 
 01/02  01:00:00,8.075000000000001,0.0,0.0,,,0.0,,,,12.330753917150435,,,,,,,,,,,,,,,,,,,,,,,,12.406035433481826,-24.560150460755374,-33.64857087886117 
 01/02  02:00:00,7.15,1.25,0.625,,,0.0,,,,12.040491674276831,,,,,,,,,,,,,,,,,,,,,,,,12.235806630273373,-136.05061252019016,-112.0581769813999 
 01/02  03:00:00,5.7875,1.375,1.0,,,0.0,,,,11.684278869411617,,,,,,,,,,,,,,,,,,,,,,,,11.852696070404424,-113.84085960118439,-126.74999426382443 
 01/02  04:00:00,4.5375,2.25,2.25,,,0.0,,,,11.382410880498547,,,,,,,,,,,,,,,,,,,,,,,,11.560238316243723,-114.21351724472646,-110.69141713432329 
 01/02  05:00:00,4.9624999999999995,1.125,1.125,,,0.0,,,,11.22074433400495,,,,,,,,,,,,,,,,,,,,,,,,11.327765021119312,-41.75489819147747,-55.766903249618984 
 01/02  06:00:00,6.6,0.0,0.0,,,0.0,,,,11.234373292638896,,,,,,,,,,,,,,,,,,,,,,,,11.290315617914642,3.435442404979126,1.0032877377370226 
 01/02  07:00:00,7.575,0.0,0.0,,,0.0,,,,11.231598411830264,,,,,,,,,,,,,,,,,,,,,,,,11.29099990534753,-9.475006933389356,-6.082587257224591 
